3	140
3.02	165
3.04	161.667
3.06	158.333
3.08	140
3.1	121.667
3.12	130
3.14	135
3.16	141.667
3.18	140
3.2	143.333
3.22	153.333
3.24	116.667
3.26	143.333
3.28	133.333
3.3	160
3.32	153.333
3.34	135
3.36	126.667
3.38	108.333
3.4	126.667
3.42	136.667
3.44	111.667
3.46	115
3.48	158.333
3.5	156.667
3.52	121.667
3.54	118.333
3.56	120
3.58	133.333
3.6	131.667
3.62	118.333
3.64	160
3.66	126.667
3.68	115
3.7	115
3.72	111.667
3.74	116.667
3.76	105
3.78	111.667
3.8	108.333
3.82	110
3.84	106.667
3.86	110
3.88	106.667
3.9	116.667
3.92	110
3.94	118.333
3.96	98.3333
3.98	95
4	118.333
4.02	141.667
4.04	91.6667
4.06	118.333
4.08	96.6667
4.1	100
4.12	86.6667
4.14	90
4.16	91.6667
4.18	111.667
4.2	120
4.22	95
4.24	106.667
4.26	78.3333
4.28	85
4.3	96.6667
4.32	96.6667
4.34	86.6667
4.36	100
4.38	123.333
4.4	108.333
4.42	81.6667
4.44	121.667
4.46	106.667
4.48	105
4.5	91.6667
4.52	76.6667
4.54	105
4.56	90
4.58	113.333
4.6	63.3333
4.62	75
4.64	78.3333
4.66	90
4.68	80
4.7	90
4.72	76.6667
4.74	95
4.76	76.6667
4.78	75
4.8	86.6667
4.82	108.333
4.84	95
4.86	96.6667
4.88	95
4.9	80
4.92	110
4.94	70
4.96	91.6667
4.98	75
5	78.3333
5.02	76.6667
5.04	73.3333
5.06	85
5.08	88.3333
5.1	95
5.12	58.3333
5.14	80
5.16	68.3333
5.18	80
5.2	78.3333
5.22	80
5.24	73.3333
5.26	71.6667
5.28	88.3333
5.3	66.6667
5.32	88.3333
5.34	81.6667
5.36	70
5.38	76.6667
5.4	78.3333
5.42	63.3333
5.44	76.6667
5.46	70
5.48	61.6667
5.5	71.6667
5.52	80
5.54	66.6667
5.56	80
5.58	75
5.6	85
5.62	76.6667
5.64	76.6667
5.66	91.6667
5.68	76.6667
5.7	63.3333
5.72	61.6667
5.74	75
5.76	75
5.78	58.3333
5.8	70
5.82	83.3333
5.84	66.6667
5.86	81.6667
5.88	55
5.9	70
5.92	61.6667
5.94	58.3333
5.96	66.6667
5.98	53.3333
6	71.6667
6.02	70
6.04	65
6.06	51.6667
6.08	71.6667
6.1	68.3333
6.12	60
6.14	63.3333
6.16	58.3333
6.18	76.6667
6.2	55
6.22	80
6.24	65
6.26	65
6.28	80
6.3	55
6.32	60
6.34	50
6.36	68.3333
6.38	65
6.4	66.6667
6.42	51.6667
6.44	56.6667
6.46	71.6667
6.48	70
6.5	40
6.52	50
6.54	60
6.56	80
6.58	65
6.6	63.3333
6.62	66.6667
6.64	63.3333
6.66	48.3333
6.68	65
6.7	55
6.72	66.6667
6.74	53.3333
6.76	56.6667
6.78	70
6.8	60
6.82	50
6.84	33.3333
6.86	48.3333
6.88	53.3333
6.9	90
6.92	80
6.94	70
6.96	58.3333
6.98	56.6667
7	56.6667
7.02	50
7.04	66.6667
7.06	53.3333
7.08	56.6667
7.1	66.6667
7.12	56.6667
7.14	56.6667
7.16	45
7.18	53.3333
7.2	65
7.22	38.3333
7.24	56.6667
7.26	60
7.28	61.6667
7.3	45
7.32	48.3333
7.34	55
7.36	50
7.38	58.3333
7.4	46.6667
7.42	61.6667
7.44	68.3333
7.46	41.6667
7.48	51.6667
7.5	56.6667
7.52	41.6667
7.54	45
7.56	43.3333
7.58	45
7.6	50
7.62	58.3333
7.64	46.6667
7.66	48.3333
7.68	61.6667
7.7	46.6667
7.72	55
7.74	51.6667
7.76	51.6667
7.78	58.3333
7.8	53.3333
7.82	36.6667
7.84	50
7.86	40
7.88	41.6667
7.9	51.6667
7.92	41.6667
7.94	55
7.96	66.6667
7.98	58.3333
8	38.3333
8.02	38.3333
8.04	48.3333
8.06	60
8.08	58.3333
8.1	43.3333
8.12	43.3333
8.14	51.6667
8.16	58.3333
8.18	58.3333
8.2	58.3333
8.22	48.3333
8.24	36.6667
8.26	45
8.28	45
8.3	51.6667
8.32	50
8.34	55
8.36	31.6667
8.38	51.6667
8.4	51.6667
8.42	56.6667
8.44	36.6667
8.46	43.3333
8.48	53.3333
8.5	58.3333
8.52	56.6667
8.54	36.6667
8.56	36.6667
8.58	56.6667
8.6	55
8.62	28.3333
8.64	41.6667
8.66	36.6667
8.68	51.6667
8.7	38.3333
8.72	61.6667
8.74	48.3333
8.76	38.3333
8.78	53.3333
8.8	36.6667
8.82	50
8.84	40
8.86	50
8.88	43.3333
8.9	58.3333
8.92	56.6667
8.94	55
8.96	50
8.98	46.6667
9	41.6667
9.02	40
9.04	53.3333
9.06	38.3333
9.08	53.3333
9.1	43.3333
9.12	31.6667
9.14	63.3333
9.16	55
9.18	56.6667
9.2	26.6667
9.22	43.3333
9.24	45
9.26	40
9.28	51.6667
9.3	50
9.32	40
9.34	38.3333
9.36	45
9.38	21.6667
9.4	30
9.42	38.3333
9.44	40
9.46	45
9.48	48.3333
9.5	41.6667
9.52	45
9.54	31.6667
9.56	43.3333
9.58	30
9.6	28.3333
9.62	43.3333
9.64	48.3333
9.66	36.6667
9.68	33.3333
9.7	31.6667
9.72	70
9.74	40
9.76	40
9.78	46.6667
9.8	36.6667
9.82	40
9.84	43.3333
9.86	35
9.88	40
9.9	48.3333
9.92	43.3333
9.94	31.6667
9.96	43.3333
9.98	43.3333
10	56.6667
10.02	26.6667
10.04	43.3333
10.06	36.6667
10.08	41.6667
10.1	20
10.12	41.6667
10.14	40
10.16	51.6667
10.18	56.6667
10.2	40
10.22	31.6667
10.24	48.3333
10.26	36.6667
10.28	43.3333
10.3	28.3333
10.32	43.3333
10.34	36.6667
10.36	50
10.38	28.3333
10.4	51.6667
10.42	40
10.44	30
10.46	43.3333
10.48	26.6667
10.5	21.6667
10.52	48.3333
10.54	53.3333
10.56	36.6667
10.58	38.3333
10.6	43.3333
10.62	30
10.64	33.3333
10.66	35
10.68	41.6667
10.7	41.6667
10.72	48.3333
10.74	43.3333
10.76	26.6667
10.78	35
10.8	25
10.82	48.3333
10.84	28.3333
10.86	28.3333
10.88	36.6667
10.9	48.3333
10.92	35
10.94	40
10.96	41.6667
10.98	48.3333
11	35
11.02	28.3333
11.04	33.3333
11.06	36.6667
11.08	31.6667
11.1	36.6667
11.12	43.3333
11.14	46.6667
11.16	50
11.18	30
11.2	43.3333
11.22	41.6667
11.24	40
11.26	43.3333
11.28	21.6667
11.3	43.3333
11.32	28.3333
11.34	23.3333
11.36	35
11.38	38.3333
11.4	38.3333
11.42	35
11.44	40
11.46	40
11.48	36.6667
11.5	30
11.52	31.6667
11.54	46.6667
11.56	53.3333
11.58	26.6667
11.6	50
11.62	26.6667
11.64	33.3333
11.66	25
11.68	35
11.7	28.3333
11.72	45
11.74	33.3333
11.76	45
11.78	30
11.8	33.3333
11.82	26.6667
11.84	15
11.86	28.3333
11.88	23.3333
11.9	36.6667
11.92	35
11.94	18.3333
11.96	25
11.98	36.6667
12	45
12.02	41.6667
12.04	35
12.06	35
12.08	25
12.1	21.6667
12.12	35
12.14	38.3333
12.16	31.6667
12.18	21.6667
12.2	36.6667
12.22	36.6667
12.24	36.6667
12.26	36.6667
12.28	21.6667
12.3	31.6667
12.32	46.6667
12.34	20
12.36	31.6667
12.38	35
12.4	18.3333
12.42	40
12.44	30
12.46	20
12.48	36.6667
12.5	33.3333
12.52	45
12.54	16.6667
12.56	25
12.58	23.3333
12.6	20
12.62	20
12.64	30
12.66	33.3333
12.68	26.6667
12.7	43.3333
12.72	28.3333
12.74	36.6667
12.76	31.6667
12.78	41.6667
12.8	26.6667
12.82	38.3333
12.84	35
12.86	28.3333
12.88	30
12.9	26.6667
12.92	26.6667
12.94	23.3333
12.96	40
12.98	28.3333
13	21.6667
13.02	31.6667
13.04	33.3333
13.06	30
13.08	31.6667
13.1	35
13.12	21.6667
13.14	26.6667
13.16	38.3333
13.18	23.3333
13.2	30
13.22	23.3333
13.24	25
13.26	40
13.28	28.3333
13.3	26.6667
13.32	40
13.34	36.6667
13.36	26.6667
13.38	35
13.4	36.6667
13.42	28.3333
13.44	26.6667
13.46	33.3333
13.48	23.3333
13.5	28.3333
13.52	28.3333
13.54	26.6667
13.56	40
13.58	28.3333
13.6	41.6667
13.62	18.3333
13.64	20
13.66	30
13.68	36.6667
13.7	30
13.72	30
13.74	26.6667
13.76	15
13.78	40
13.8	30
13.82	36.6667
13.84	35
13.86	18.3333
13.88	18.3333
13.9	33.3333
13.92	43.3333
13.94	28.3333
13.96	31.6667
13.98	31.6667
14	33.3333
14.02	26.6667
14.04	46.6667
